frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_2_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.961727, 1, 0.328391, 0.190161, -0.925202, -0.00725683, 0.190341, -0.981691, -58.8571, 16.7425, 374.845, 0.00620548, 0.0339542, -0.0115746, 147.622, 149.088, 152.782, 158.168, 168.036, 183.329, 200.312, 220.379, 243.387, 265.955, 286.055, 303.008, 315.07, 322.011, 325.855, 328.726, 330.188, 160.466, 172.207, 189.871, 208.477, 225.635, 255.673, 272.253, 289.695, 306.648, 318.103, 241.582, 241.602, 241.703, 241.853, 223.048, 232.437, 241.643, 251.207, 259.92, 181.904, 192.508, 205.452, 216.418, 205.031, 192.069, 264.999, 276.795, 289.62, 299.516, 290.487, 277.803, 202.621, 218.124, 232.158, 241.384, 251.568, 265.62, 279.908, 265.56, 251.774, 240.891, 230.918, 216.968, 208.37, 232.001, 241.408, 251.809, 273.912, 251.351, 240.925, 231.406, 218.566, 244.388, 270.155, 295.256, 318.2, 337.712, 353.471, 365.01, 367.584, 363.45, 350.241, 333.187, 312.624, 289.595, 265.868, 242.375, 218.704, 195.476, 181.638, 176.309, 177.94, 184.967, 184.061, 176.368, 174.874, 178.928, 190.802, 206.03, 220.176, 234.266, 249.17, 268.033, 270.441, 272.609, 270.364, 267.801, 214.262, 207.441, 207.378, 214.558, 217.933, 218.428, 214.325, 206.563, 206.71, 213.274, 217.551, 217.54, 301.923, 296.802, 293.915, 296.371, 294.093, 297.083, 301.398, 312.165, 316.256, 317.321, 316.628, 312.35, 302.467, 302.322, 303.339, 302.103, 302.153, 304.594, 305.798, 305.011, -148.81, -147.109, -143.513, -138.098, -127.463, -112.219, -95.7044, -77.1418, -58.8245, -42.1034, -27.3044, -13.9816, -4.08292, 1.66734, 4.86813, 7.29243, 8.589, -126.608, -115, -98.9573, -82.9989, -69.2715, -47.1222, -35.4111, -22.9182, -10.2989, -1.49121, -57.5519, -56.2427, -54.8331, -53.4436, -70.2078, -62.8626, -55.8542, -49.315, -43.438, -107.285, -97.9437, -87.6418, -79.0292, -87.693, -97.9723, -41.8587, -32.9768, -23.2588, -15.8248, -22.5367, -32.1108, -89.395, -74.7803, -63.3458, -56.633, -49.4295, -39.9014, -30.4249, -39.9465, -49.1438, -56.7372, -64.0359, -75.5543, -84.305, -63.7426, -56.8412, -49.5057, -34.6933, -49.6887, -56.9289, -63.9557, -18.5036, 3.77696, 25.8798, 47.1525, 65.5922, 80.23, 90.7331, 96.8019, 97.961, 96.1722, 88.6745, 76.6774, 60.1453, 41.1182, 21.5084, 1.98446, -17.9538, -35.3346, -45.4127, -48.4342, -46.1869, -40.399, -40.9775, -47.1919, -49.2511, -47.1075, -38.6716, -24.931, -14.2215, -4.01542, 6.27117, 20.2998, 21.8539, 23.2445, 21.7663, 20.1004, -19.9955, -25.013, -24.9593, -19.4109, -16.8319, -16.5206, -19.54, -25.5213, -25.487, -20.6471, -17.1428, -17.0911, 47.1602, 41.6946, 38.8798, 40.6084, 39.0717, 41.8844, 46.594, 52.9525, 54.9281, 55.4551, 55.0832, 53.0549, 47.1764, 45.1436, 45.8095, 45.0858, 46.7863, 46.7531, 47.3698, 46.9308, 431.637, 430.366, 429.119, 426.671, 419.387, 410.544, 399.809, 387.176, 383.909, 389.519, 402.184, 411.415, 414.088, 414.544, 415.737, 417.855, 421.521, 396.805, 389.058, 380.227, 372.117, 367.041, 366.271, 370.82, 378.122, 385.67, 393.024, 366.957, 358.702, 350.16, 341.941, 362.073, 358.956, 356.411, 358.428, 361.502, 388.444, 384.116, 382.555, 381.481, 381.377, 382.91, 380.529, 381.628, 382.801, 386.279, 381.809, 380.485, 380.797, 367.016, 360.566, 360.188, 361.156, 366.873, 379.44, 366.885, 360.155, 358.603, 359.42, 366.653, 377.61, 362.177, 361.621, 362.993, 376.379, 361.902, 359.967, 360.947, 1.31145, 0.0307256, 0.0301375, -0.0147451, 241.107, 262.745, -11.5899, 11.6626, -6.16909, 11.924, 3.34358, 2.52171, -7.92509, -1.34482, -1.36472, 2.67684, -8.61329, -2.04098, -9.67296, -1.28952, -4.07834, -2.81706, -3.82039, 1.79698, -2.80386, -2.84579, -0.06208, -4.23279, 0.0521496, 1.22274, 1.41159, -0.773884, -0.69606, -0.491768, 0.0190879, -0.325734, -0.0620505, 0.112924, 0.21709, 0.386664, 1.13173, 0.257201, 0.236594, 0.272262, -0.445242, 0.36872, -0.852294, -0.178604, -0.514909, 0.224944, -0.316185, 0.339825, -2.1389, 0.501273, 0, 0, 0, 1, 1, 0
2, 0.0333333, 0.963812, 1, 0.327671, 0.182881, -0.926923, -0.00505422, 0.190882, -0.9816, -59.3325, 16.3211, 376.804, -0.00186691, 0.0393509, -0.0128145, 147.626, 149.112, 152.803, 158.189, 167.903, 183.009, 200.095, 220.347, 243.563, 266.272, 286.504, 303.434, 315.326, 322.035, 325.791, 328.795, 330.321, 160.673, 172.498, 189.981, 208.366, 225.34, 255.371, 271.997, 289.433, 306.372, 317.921, 241.23, 241.156, 241.158, 241.214, 222.528, 231.958, 241.163, 250.691, 259.413, 181.709, 192.384, 205.364, 216.328, 204.915, 191.935, 264.762, 276.584, 289.471, 299.477, 290.35, 277.592, 202.623, 217.451, 231.373, 240.83, 251.197, 265.35, 279.302, 265.404, 251.661, 240.527, 230.273, 216.423, 208.439, 231.284, 240.908, 251.499, 273.2, 251.148, 240.486, 230.724, 219.173, 244.751, 270.226, 294.999, 317.582, 336.784, 352.222, 363.355, 365.721, 361.51, 348.462, 331.62, 311.293, 288.465, 265.069, 241.925, 218.642, 195.336, 181.705, 176.467, 178.019, 184.919, 183.955, 176.412, 174.935, 178.99, 190.794, 206.108, 220.003, 233.819, 248.414, 267.129, 269.458, 271.566, 269.369, 266.926, 214.316, 207.51, 207.441, 214.684, 217.974, 218.431, 214.352, 206.594, 206.747, 213.231, 217.497, 217.522, 301.441, 294.868, 291.357, 293.823, 291.483, 295.084, 300.707, 311.664, 316.022, 317.149, 316.492, 312.137, 301.74, 300.474, 301.398, 300.239, 301.277, 303.679, 304.884, 304.136, -149.666, -147.886, -144.273, -138.814, -128.396, -113.231, -96.4409, -77.5732, -58.9884, -42.0745, -27.0727, -13.6917, -3.88787, 1.69468, 4.83431, 7.38339, 8.74311, -127.23, -115.566, -99.5896, -83.7089, -70.0133, -47.6679, -35.8378, -23.2577, -10.5715, -1.64141, -58.2328, -57.0362, -55.7315, -54.4374, -71.0967, -63.7121, -56.668, -50.082, -44.1292, -108.214, -98.7205, -88.3099, -79.6046, -88.3841, -98.774, -42.2925, -33.3198, -23.5024, -15.9404, -22.7659, -32.4522, -89.7787, -75.5671, -64.1563, -57.2227, -49.8546, -40.2138, -30.9524, -40.2241, -49.4622, -57.3059, -64.8681, -76.3553, -84.6348, -64.5581, -57.4366, -49.9079, -35.3231, -50.062, -57.5392, -64.7974, -18.0837, 4.1114, 26.0814, 47.1827, 65.4923, 79.9976, 90.2614, 96.0241, 97.0221, 95.1541, 87.662, 75.7225, 59.3079, 40.3603, 20.9274, 1.61637, -18.0928, -35.6659, -45.6735, -48.6634, -46.4766, -40.7391, -41.3368, -47.4734, -49.5057, -47.3273, -38.8582, -25.0557, -14.4656, -4.36932, 5.81367, 19.7878, 21.3173, 22.69, 21.2218, 19.612, -20.0981, -25.1338, -25.0823, -19.4389, -16.9154, -16.6355, -19.6376, -25.6373, -25.5999, -20.7923, -17.2785, -17.2014, 46.9947, 40.432, 37.1768, 38.9025, 37.3043, 40.5328, 46.1699, 52.7983, 55.0233, 55.6299, 55.2994, 53.1781, 46.8383, 44.0066, 44.5868, 43.8886, 46.2503, 46.3011, 46.9521, 46.5509, 434.132, 432.7, 431.446, 428.941, 422.086, 413.278, 402.154, 389.218, 385.864, 391.548, 404.115, 413.241, 415.946, 416.386, 417.392, 419.737, 423.558, 399.274, 391.743, 382.979, 374.924, 369.814, 368.782, 373.291, 380.435, 387.866, 394.853, 369.636, 361.701, 353.437, 345.478, 364.704, 361.829, 359.401, 361.298, 364.182, 391.255, 386.789, 385.176, 383.924, 383.994, 385.641, 382.823, 383.726, 384.924, 388.36, 383.914, 382.621, 382.438, 368.445, 361.946, 361.393, 362.298, 367.92, 380.265, 368.376, 361.891, 360.538, 361.474, 368.59, 379.321, 363.847, 363.1, 364.285, 377.387, 363.549, 361.816, 362.907, 1.30407, 0.0244698, 0.0361034, -0.0160281, 240.891, 262.095, -11.1072, 11.2526, -6.61509, 10.1287, 2.39579, -1.5733, -7.87763, -1.11589, -2.63166, 2.02578, -7.37503, -3.06235, -8.54738, 0.182184, -3.60416, -2.15608, -2.96023, 1.99709, -2.10097, -3.07233, 0.216199, -3.91888, -0.0748351, 0.788413, 1.28279, -0.598538, -0.67939, -0.507666, 0.0698874, -0.33294, -0.0475515, 0.12609, 0.150979, 0.354426, 1.14613, 0.599883, 0.372064, 0.0371217, -0.422805, 0.276441, -0.778164, -0.319896, -0.676614, 0.44686, -0.33475, 0.252569, -1.93761, 0.503642, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.963614, 1, 0.328118, 0.186299, -0.926084, -0.00758331, 0.195542, -0.980666, -59.5259, 16.1082, 377.687, -0.00736754, 0.0394828, -0.0124882, 147.562, 149.063, 152.752, 158.106, 167.672, 182.617, 199.75, 220.158, 243.524, 266.344, 286.653, 303.627, 315.502, 322.123, 325.815, 328.825, 330.333, 160.752, 172.54, 189.952, 208.269, 225.178, 255.329, 271.939, 289.358, 306.256, 317.813, 241.122, 241.071, 241.087, 241.147, 222.516, 231.94, 241.109, 250.57, 259.248, 181.612, 192.289, 205.289, 216.262, 204.848, 191.863, 264.708, 276.505, 289.421, 299.454, 290.316, 277.529, 202.91, 217.433, 231.199, 240.675, 251.021, 265.126, 278.886, 265.203, 251.55, 240.414, 230.139, 216.46, 208.761, 231.112, 240.755, 251.326, 272.753, 251, 240.346, 230.565, 219.662, 244.931, 270.053, 294.5, 316.816, 335.848, 351.158, 362.227, 364.619, 360.5, 347.694, 331.098, 310.968, 288.273, 264.999, 241.945, 218.775, 195.358, 181.79, 176.582, 178.125, 184.981, 183.987, 176.442, 174.949, 179.017, 190.827, 206.219, 220.012, 233.715, 248.178, 266.78, 269.095, 271.172, 269.014, 266.629, 214.393, 207.565, 207.482, 214.765, 218.051, 218.504, 214.389, 206.613, 206.77, 213.249, 217.527, 217.565, 301.183, 294.088, 290.356, 292.834, 290.491, 294.363, 300.496, 311.24, 315.524, 316.614, 315.952, 311.652, 301.351, 299.746, 300.637, 299.543, 300.938, 302.993, 304.144, 303.4, -150.117, -148.278, -144.64, -139.193, -128.95, -113.881, -96.9592, -77.8834, -59.1312, -42.1039, -27.0169, -13.5706, -3.75504, 1.77469, 4.87137, 7.43389, 8.78199, -127.539, -115.915, -99.9627, -84.0898, -70.3936, -47.8632, -36.0028, -23.3886, -10.6946, -1.73212, -58.5176, -57.3198, -56.0202, -54.7356, -71.3416, -63.9628, -56.9289, -50.3545, -44.3983, -108.672, -99.137, -88.6698, -79.9142, -88.7377, -99.178, -42.4692, -33.4837, -23.616, -16.0092, -22.8649, -32.603, -89.677, -75.6906, -64.3934, -57.4264, -50.0566, -40.4347, -31.2996, -40.4315, -49.6303, -57.5029, -65.101, -76.4635, -84.5008, -64.8092, -57.6506, -50.1122, -35.6987, -50.2582, -57.7565, -65.0498, -17.7053, 4.27768, 25.9906, 46.8577, 65.0272, 79.4517, 89.6285, 95.3455, 96.3546, 94.5558, 87.2512, 75.5057, 59.2424, 40.3481, 20.9433, 1.63881, -18.0389, -35.7534, -45.7573, -48.7468, -46.5681, -40.8447, -41.4551, -47.6114, -49.6528, -47.4521, -38.9387, -25.0616, -14.5161, -4.46191, 5.67686, 19.5983, 21.1335, 22.4943, 21.0425, 19.461, -20.1085, -25.1781, -25.1361, -19.4398, -16.9143, -16.6382, -19.6715, -25.7023, -25.6637, -20.8441, -17.3107, -17.2227, 46.8591, 39.9149, 36.5157, 38.2488, 36.6401, 40.0582, 46.0545, 52.564, 54.7594, 55.3559, 55.0241, 52.9147, 46.6044, 43.5613, 44.1134, 43.4494, 46.0438, 45.8831, 46.5106, 46.1135, 435.276, 433.719, 432.412, 429.887, 423.264, 414.466, 403.157, 390.033, 386.598, 392.346, 405.09, 414.419, 417.39, 417.919, 418.875, 421.193, 424.947, 400.442, 393.039, 384.329, 376.306, 371.187, 370.051, 374.552, 381.646, 389.06, 395.938, 370.938, 363.112, 354.947, 347.075, 365.916, 363.176, 360.809, 362.627, 365.406, 392.635, 388.13, 386.492, 385.172, 385.307, 386.998, 384.042, 384.911, 386.152, 389.597, 385.138, 383.829, 382.942, 368.982, 362.572, 361.97, 362.838, 368.433, 380.643, 368.92, 362.528, 361.263, 362.231, 369.247, 379.816, 364.554, 363.748, 364.856, 377.789, 364.192, 362.547, 363.671, 1.3005, 0.0200769, 0.0356642, -0.0156952, 240.814, 261.785, -9.65106, 10.3729, -7.68082, 9.30719, 1.8411, -3.05624, -7.91694, -0.640499, -2.96389, 1.90174, -6.94062, -3.55816, -8.01083, 0.642937, -3.26115, -2.00718, -2.42972, 2.09703, -1.96065, -3.08496, 0.0357293, -3.66418, 0.0757362, 0.653632, 1.2515, -0.514283, -0.686826, -0.496604, 0.0865923, -0.336233, -0.0487967, 0.148293, 0.123043, 0.349589, 1.08041, 0.368396, 0.380382, 0.103689, -0.470678, 0.342484, -0.807447, -0.399421, -0.800876, 0.244876, -0.332146, 0.269787, -1.66547, 0.443803, 0, 0, 0, 1, 0, 0
4, 0.1, 0.96449, 1, 0.318025, 0.183329, -0.930189, -0.00426501, 0.190713, -0.981637, -59.3327, 16.0483, 378.048, -0.0111543, 0.0374494, -0.0144031, 147.753, 149.355, 153.106, 158.428, 167.936, 182.9, 200.21, 220.79, 244.192, 266.972, 287.197, 304.109, 315.923, 322.469, 326.077, 328.995, 330.374, 160.878, 172.678, 190.145, 208.517, 225.504, 255.416, 272.006, 289.423, 306.331, 317.899, 241.444, 241.461, 241.549, 241.685, 222.995, 232.43, 241.599, 251.024, 259.652, 181.86, 192.517, 205.523, 216.516, 205.103, 192.106, 264.839, 276.602, 289.51, 299.56, 290.435, 277.653, 203.505, 217.955, 231.642, 241.115, 251.422, 265.384, 279.005, 265.478, 251.987, 240.889, 230.634, 217.02, 209.344, 231.579, 241.211, 251.748, 272.871, 251.425, 240.811, 231.046, 219.96, 245.205, 270.281, 294.677, 316.907, 335.801, 350.895, 361.703, 363.982, 359.857, 347.202, 330.786, 310.814, 288.192, 264.96, 241.917, 218.775, 195.685, 182.048, 176.77, 178.254, 185.067, 184.044, 176.565, 175.078, 179.143, 190.988, 206.342, 220.059, 233.679, 248.063, 266.702, 268.962, 270.994, 268.86, 266.484, 214.559, 207.71, 207.609, 214.938, 218.207, 218.673, 214.477, 206.638, 206.783, 213.259, 217.552, 217.617, 301.242, 293.92, 290.058, 292.524, 290.164, 294.135, 300.433, 310.883, 315.041, 316.125, 315.501, 311.383, 301.332, 299.466, 300.325, 299.242, 300.82, 302.529, 303.677, 302.981, -150.184, -148.257, -144.556, -139.119, -128.931, -113.817, -96.686, -77.4217, -58.6272, -41.6298, -26.6005, -13.1894, -3.41029, 2.06884, 5.10307, 7.59518, 8.8364, -127.621, -115.986, -99.972, -84.0317, -70.2508, -47.8814, -36.0231, -23.3874, -10.6603, -1.66797, -58.377, -57.1328, -55.7859, -54.4547, -71.0872, -63.6955, -56.6505, -50.0889, -44.153, -108.607, -99.076, -88.593, -79.8133, -88.642, -99.1031, -42.4437, -33.4734, -23.5965, -15.9609, -22.8189, -32.5691, -89.2276, -75.3357, -64.1145, -57.1463, -49.8033, -40.2757, -31.2307, -40.2498, -49.3386, -57.1894, -64.7733, -76.0758, -84.0663, -64.5091, -57.3546, -49.8403, -35.6307, -49.9818, -57.4572, -64.7421, -17.4728, 4.52251, 26.2282, 47.0782, 65.2074, 79.5313, 89.5065, 94.9747, 95.8837, 94.0944, 86.932, 75.3522, 59.231, 40.3747, 20.9611, 1.61885, -18.0794, -35.5423, -45.6251, -48.6795, -46.5416, -40.8389, -41.4849, -47.6131, -49.6563, -47.4605, -38.9052, -25.0118, -14.5062, -4.49498, 5.6066, 19.5676, 21.066, 22.3953, 20.9573, 19.3768, -20.0022, -25.0948, -25.0672, -19.3293, -16.8135, -16.5261, -19.6389, -25.732, -25.7068, -20.8812, -17.3259, -17.2149, 46.9072, 39.8068, 36.3227, 38.0497, 36.4309, 39.9211, 46.0383, 52.3278, 54.4367, 55.0306, 54.7243, 52.7338, 46.5947, 43.3839, 43.9138, 43.2603, 45.9812, 45.5754, 46.2021, 45.8384, 435.955, 434.402, 433.078, 430.515, 423.938, 415.087, 403.563, 390.191, 386.683, 392.527, 405.46, 415.001, 418.216, 418.891, 419.891, 422.192, 425.909, 401.016, 393.648, 384.938, 376.88, 371.713, 370.692, 375.289, 382.432, 389.933, 396.893, 371.562, 363.723, 355.547, 347.666, 366.41, 363.683, 361.287, 363.087, 365.82, 393.105, 388.586, 386.946, 385.631, 385.747, 387.441, 384.723, 385.653, 386.949, 390.44, 385.913, 384.554, 382.967, 369.13, 362.81, 362.211, 363.115, 368.715, 380.906, 369.116, 362.713, 361.45, 362.406, 369.371, 379.855, 364.782, 363.976, 365.118, 378.011, 364.432, 362.785, 363.909, 1.29884, 0.0166338, 0.0332976, -0.0175987, 241.143, 261.699, -8.11004, 10.6542, -8.2743, 9.0919, 1.61825, -3.28395, -7.71231, -0.455227, -2.99162, 2.01685, -6.82158, -3.51116, -7.72239, 1.02425, -3.08932, -1.69642, -2.27763, 1.87651, -2.18811, -2.95127, -0.178663, -3.54879, -0.0131451, 0.604384, 1.02648, -0.577177, -0.647051, -0.471546, 0.096902, -0.304189, -0.0133281, 0.109315, 0.114867, 0.284019, 1.13349, 0.309856, 0.356367, 0.31447, -0.478144, 0.138539, -0.808866, -0.481986, -0.936775, 0.325948, -0.371899, 0.399344, -1.12292, 0.427389, 0, 0, 0, 1, 0, 1
5, 0.133333, 0.964812, 1, 0.336078, 0.193137, -0.921818, -0.00686258, 0.184437, -0.98282, -59.0744, 16.0045, 378.335, -0.0133127, 0.035129, -0.0141484, 147.962, 149.578, 153.333, 158.664, 168.134, 183.076, 200.46, 221.137, 244.609, 267.417, 287.591, 304.467, 316.255, 322.774, 326.374, 329.309, 330.695, 161.27, 173.119, 190.578, 208.931, 225.905, 256.008, 272.565, 289.898, 306.709, 318.248, 241.916, 241.958, 242.071, 242.231, 223.507, 232.926, 242.085, 251.474, 260.062, 182.141, 192.8, 205.822, 216.806, 205.405, 192.403, 265.365, 277.099, 290.012, 300.045, 290.939, 278.16, 204.115, 218.534, 232.159, 241.56, 251.758, 265.639, 279.144, 265.728, 252.32, 241.333, 231.148, 217.602, 209.961, 232.087, 241.652, 252.075, 273.029, 251.753, 241.251, 231.559, 220.281, 245.417, 270.356, 294.623, 316.741, 335.545, 350.529, 361.254, 363.511, 359.414, 346.856, 330.563, 310.7, 288.181, 265.064, 242.121, 219.075, 195.597, 182.027, 176.753, 178.189, 184.919, 183.902, 176.506, 175.05, 179.086, 190.857, 206.28, 220.032, 233.681, 248.083, 266.645, 268.913, 270.942, 268.82, 266.44, 214.581, 207.705, 207.587, 214.918, 218.215, 218.687, 214.431, 206.6, 206.756, 213.251, 217.54, 217.597, 301.298, 293.871, 289.954, 292.408, 290.058, 294.101, 300.507, 310.831, 314.918, 315.979, 315.365, 311.319, 301.354, 299.402, 300.241, 299.179, 300.867, 302.387, 303.51, 302.829, -150.015, -148.079, -144.388, -138.949, -128.816, -113.712, -96.5039, -77.1654, -58.321, -41.3017, -26.2997, -12.9043, -3.13576, 2.32654, 5.35968, 7.87062, 9.12193, -127.357, -115.718, -99.7354, -83.8106, -70.0281, -47.5128, -35.6593, -23.0577, -10.3773, -1.39209, -58.0945, -56.8451, -55.4925, -54.1572, -70.7729, -63.4037, -56.3707, -49.8201, -43.8991, -108.473, -98.9434, -88.4384, -79.6577, -88.4875, -98.9611, -42.0873, -33.1302, -23.2388, -15.6043, -22.4603, -32.2206, -88.7596, -74.9471, -63.7895, -56.8718, -49.6039, -40.1219, -31.1403, -40.0959, -49.1424, -56.9189, -64.4508, -75.6779, -83.6002, -64.1867, -57.0819, -49.6431, -35.5285, -49.7866, -57.1872, -64.4173, -17.1944, 4.70668, 26.2979, 47.0431, 65.094, 79.3478, 89.2293, 94.6427, 95.5456, 93.7949, 86.7142, 75.2348, 59.2057, 40.4152, 21.075, 1.79326, -17.8466, -35.6265, -45.6729, -48.7394, -46.6411, -40.9925, -41.6517, -47.732, -49.7504, -47.5615, -39.0468, -25.0874, -14.5448, -4.49962, 5.62888, 19.543, 21.0535, 22.386, 20.9532, 19.3645, -20.0003, -25.1213, -25.106, -19.3616, -16.822, -16.53, -19.6966, -25.7931, -25.762, -20.9171, -17.3587, -17.252, 46.9501, 39.7912, 36.2765, 37.998, 36.3865, 39.9293, 46.118, 52.3299, 54.398, 54.9741, 54.6672, 52.7086, 46.6127, 43.3702, 43.8895, 43.2515, 46.0393, 45.5111, 46.1205, 45.7625, 435.994, 434.448, 433.163, 430.617, 424.112, 415.237, 403.646, 390.265, 386.79, 392.731, 405.753, 415.373, 418.709, 419.414, 420.422, 422.751, 426.448, 401.173, 393.915, 385.311, 377.291, 372.113, 371.239, 375.879, 382.987, 390.401, 397.276, 371.998, 364.196, 356.046, 348.193, 366.724, 364.081, 361.743, 363.513, 366.202, 393.418, 388.929, 387.282, 385.96, 386.087, 387.787, 385.17, 386.129, 387.463, 390.99, 386.432, 385.045, 382.963, 369.322, 363.097, 362.518, 363.444, 369.028, 381.097, 369.398, 363.048, 361.769, 362.685, 369.528, 379.867, 365.059, 364.285, 365.428, 378.198, 364.751, 363.097, 364.182, 1.29773, 0.0148663, 0.0305117, -0.0173089, 241.54, 261.635, -8.13027, 10.4463, -9.1135, 8.82728, 1.91198, -3.60608, -7.76051, -0.20986, -2.9433, 2.23468, -6.50988, -3.55787, -7.38369, 0.959398, -3.0285, -1.73075, -2.17996, 2.01854, -2.18846, -2.77955, -0.140316, -3.3336, 0.087228, 0.555547, 0.880741, -0.524202, -0.591584, -0.4782, 0.0966735, -0.302557, -0.0281175, 0.113017, 0.090243, 0.275848, 1.05386, 0.0841329, 0.313202, 0.389554, -0.4688, 0.416079, -0.817307, -0.368086, -0.903263, 0.302151, -0.344683, 0.321971, -1.1583, 0.437262, 0, 0, 0, 1, 0, 1
